Incoming Attempts,Normal Term Seizures,Answered Calls,Normal Not Answer Calls,Outgoing Seizures,FEV Seizures,Network Conversation Minutes,NER,ACD
298106,310664,253009,57655,326678,3790,141772.7333,96.21416714,0.560346602
161,34,25,9,43,6,58.5,91.89189189,2.34
1142406,1138006,871758,266248,1172634,13360,5737284.8,98.16540352,6.581281502
2734,2546,2258,288,2711,162,12928.7,99.88230679,5.725730735
312780,308488,133753,174735,317563,4433,989986.95,98.51754862,7.401605571
230890,230890,230890,0,230890,0,45149.2,100,0.195544199
3547603,3089148,1327064,1762084,3575514,232304,8402206.017,92.40065685,6.331424872
22287,17732,12859,4873,18235,233,106095.45,98.50016665,8.250676569
48236,47060,45983,1077,51815,1362,309880.8,93.27492914,6.739029641
102563,81776,15756,66020,92430,5633,26292.28333,94.21523785,1.668715622
221,18,12,6,26,8,62.3,100,5.191666667
708,347,257,90,399,31,554.533333,94.29347826,2.157717249
4923,2996,2004,992,3526,323,5629.1,93.53730877,2.808932136
92976,16911,9571,7340,21372,1571,24439.75,85.40477754,2.553521053
4,15,15,0,34,6,0.95,53.57142857,0.063333333
5972,3000,2420,580,4053,976,1928.783333,97.49756256,0.797017906
265,2,1,1,2,0,0.483333,100,0.483333
18097,17932,17885,47,17952,10,3442.3,99.94426485,0.192468549
26436,24428,21449,2979,25204,495,121905.75,98.86276256,5.683516714
314432,252903,153207,99696,293122,37703,282810.8333,99.0149519,1.845939372
1466247,1366295,719642,646653,1434432,45765,3125529.2,98.38895862,4.3431723
1916,2555,1807,748,2900,276,267.75,97.37042683,0.148173769
16,12,5,7,13,0,27.05,92.30769231,5.41
7251,2376,170,2206,2694,233,524.466667,96.54611946,3.085098041
15204,14765,14600,165,14816,15,2781.233333,99.75677319,0.190495434
22099,11117,9917,1200,12125,542,12985.88333,95.97686264,1.309456825
2,2,2,0,2,0,7.15,100,3.575
91209,19049,5537,13512,20181,892,17249.5,98.75576754,3.115315153
49200,33354,13664,19690,35345,1048,44260.86667,97.25048838,3.239232045
377841,284767,100201,184566,343376,24221,197039.3,89.22529805,1.966440455
959,2574,1425,1149,2916,297,123.383333,98.28178694,0.086584795
73,45,7,38,77,5,19.55,62.5,2.792857143
26840,10589,4183,6406,16825,1309,3519.333333,68.24568188,0.84134194
1456,709,404,305,917,192,439.9,97.79310345,1.088861386
28611,16847,9467,7380,21737,4014,25560.46667,95.05727021,2.699954227
259,296,219,77,371,72,48.15,98.99665552,0.219863014
369,23,15,8,36,13,0.683333,100,0.045555533
3892,5,1,4,5,0,0.933333,100,0.933333
8,1,1,0,2,1,2.433333,100,2.433333
151,88,32,56,89,0,71.616667,98.87640449,2.238020844
102521,79295,24306,54989,80763,92,42514.6,98.2943065,1.74914013
1501411,1110700,364895,745805,1126488,1623,510155.5333,98.74073778,1.398088583
1421,3243,1778,1465,3658,133,21.083333,92,0.011857893
43590,31948,6027,25921,41289,4522,6187.4,86.89313787,1.026613572
104302,5266,4039,1227,5624,295,11626.76667,98.81778945,2.878625072
14,13,13,0,13,0,9.516667,100,0.732051308
137533,66098,28247,37851,103449,28435,29747.61667,88.11421868,1.053124816
576643,490754,450231,40523,514129,6069,663051.2833,96.5937094,1.472691315
1,1,1,0,1,0,0.033333,100,0.033333
179973,143458,60959,82499,149497,4364,168300.2667,98.84588619,2.760876436
1855273,1465259,861462,603797,1690828,61115,2335175.5,89.90902079,2.710712138
6941,8782,7040,1742,9629,549,427.183333,96.71806167,0.060679451
497,331,166,165,1029,48,1597.45,33.74108053,9.623192771
263010,247953,99062,148891,268812,16793,75337.31667,98.38662958,0.76050672
230,2,2,0,2,0,8.833333,100,4.4166665
1,1,1,0,1,0,1.616667,100,1.616667
13487,12954,11335,1619,13230,177,4427.2,99.24155367,0.390577856
107896,94129,65917,28212,99173,2620,491540.6333,97.48946175,7.456963049
1,1,1,0,1,0,4.983333,100,4.983333
658454,576811,154705,422106,806631,204267,416615.0333,95.75788062,2.692964244
1459754,1228682,688863,539819,1340321,54790,2614688.717,95.5777807,3.795658522
24862,37604,14936,22668,39732,643,4441.066667,96.20097726,0.297339761
481,479,479,0,479,0,911.816667,100,1.903583856
831,81,22,59,847,514,7.133333,24.32432432,0.324242409
62823,39976,23282,16694,59645,11282,76528.1,82.65823047,3.28700713
7,2,2,0,4,1,0.333333,66.66666667,0.1666665
1655,934,568,366,1082,22,1287.733333,88.11320755,2.26713615
72854,1683,395,1288,1732,32,2677.183333,99,6.777679324
421188,380514,93576,286938,426950,25498,194941.4167,94.78443251,2.083241608
196,1123,166,957,1757,632,0.066667,99.82222222,0.000401608
16072,8942,2655,6287,8968,7,5163.916667,99.78797009,1.944978029
20317,326,126,200,374,5,1529.916667,88.34688347,12.14219577
29,14,7,7,14,0,35.366667,100,5.052381
85513,81474,77209,4265,84962,1703,34031.91667,97.85608763,0.44077655
617332,575565,485498,90067,600988,8632,1764376.383,97.16538703,3.634157882
42,6,6,0,8,2,69.983333,100,11.66388883
2035404,2015532,1155507,860025,2057074,30109,1830313.883,99.43595474,1.583992034
3254550,2622381,1538376,1084005,2965446,229501,4466704.117,95.84918556,2.903519111
9487519,4895212,2314709,2580503,9160976,2532819,4275907.45,73.85479855,1.847276461
30929,23732,5680,18052,36935,7747,1292.366667,81.3073866,0.227529343
11,1,1,0,1,0,3.933333,100,3.933333
28210,504,164,340,28947,3383,4913.25,1.971522453,29.95884146
1469687,1025363,374222,651141,1459465,376270,317618.8333,94.66097979,0.848744417
15,10,4,6,10,0,1.766667,100,0.44166675
6651,6320,6101,219,6377,8,1672,99.23064845,0.274053434
28939,16629,8259,8370,18488,230,33316.68333,91.07788367,4.033985147
4,3,2,1,3,0,26.266667,100,13.1333335
1172077,1039288,223094,816194,1194833,38442,838806.0667,89.87340787,3.759877301
5193722,4835801,1310681,3525120,5293629,8966,4683370.2,91.50632689,3.573234219
8772,18301,4361,13940,25412,352,349.666667,73.02873105,0.080180387
61503,38548,15885,22663,55364,6963,10831.86667,79.64298258,0.681892771
127,1,1,0,1,0,0.633333,100,0.633333
657,215,199,16,215,0,68.35,100,0.343467337
1527,235,72,163,487,249,487.516667,98.7394958,6.771064819
13,1,1,0,1,0,0.016667,100,0.016667
207,97,70,27,103,6,40.133333,100,0.573333329
4636,3359,2262,1097,3708,42,1616.45,91.62575014,0.714610964
2676,1946,1064,882,2116,161,2486.816667,99.53964194,2.33723371
49732,26207,12246,13961,29379,1843,49285.3,95.17359094,4.024603952
7,31,27,4,36,0,1.1,86.11111111,0.040740741
24,9,4,5,12,3,2.2,100,0.55
51,1,1,0,1,0,1.033333,100,1.033333
1736,3,2,1,7,4,4.133333,100,2.0666665
3077,46,23,23,50,4,21.516667,100,0.935507261
22322,886,511,375,1114,144,1621.066667,91.34020619,3.172341814
4,166,164,2,167,1,2.25,100,0.013719512
784,12,5,7,27,15,4.95,100,0.99
1378,733,346,387,842,71,1039.966667,95.07133593,3.005684009
6039,5541,2385,3156,5909,356,8334.816667,99.78390059,3.494682041
70264,53492,23578,29914,56742,2891,111564.8167,99.33334571,4.731733678
5,70,54,16,71,1,3.216667,100,0.059567907
792,1161,74,1087,1161,0,40.816667,100,0.551576581
36,32,9,23,40,3,13.416667,86.48648649,1.490740778
1169,588,224,364,648,48,756.683333,98,3.378050594
733884,634820,289448,345372,645285,1841,222246.9833,98.65971242,0.767830434
2968148,2701997,583710,2118287,3170622,27136,1644813.333,85.95543292,2.817860467
393,8479,2896,5583,11942,21,213.7,71.12658334,0.073791436
1076787,912564,405251,507313,967432,34053,351379.7667,97.76993054,0.867066995
106,23,11,12,24,1,26.583333,100,2.416666636
520,267,171,96,368,94,687.016667,97.44525547,4.017641327
5652,4121,2197,1924,4666,522,8923.65,99.44498069,4.061743286
104905,79834,50250,29584,91365,1700,20679.78333,89.03585569,0.411537977
330,296,276,20,299,3,71.45,100,0.258876812
1599,1451,769,682,1457,0,547.45,99.58819492,0.71189857
13,10,4,6,11,1,13.666667,100,3.41666675
999,374,202,172,490,87,1461.666667,92.80397022,7.235973599
73903,62021,17264,44757,63501,201,27715.53333,97.97946288,1.605394656
106804,89191,41837,47354,93037,2154,72545.06667,98.13826568,1.733993036
242,209,177,32,216,4,2.633333,98.58490566,0.014877588
14471,7495,7065,430,10445,2936,2131.466667,99.81355706,0.301693796
642151,295730,295730,0,295730,0,71842.45,100,0.242932574
78,68,65,3,68,0,22.25,100,0.342307692
81079,79557,77492,2065,80501,481,41434.9,99.42139465,0.534699066
486417,462141,434386,27755,483650,6778,1397231.767,96.9109111,3.216567216
12,12,12,0,12,0,14.683333,100,1.223611083
2985894,2750965,975531,1775434,3113581,225448,966108.7667,95.25063423,0.990341431
4431213,3797142,1669670,2127472,4809516,441903,4148978.6,86.93860926,2.484909353
3740,21615,9057,12558,29289,4105,1052.366667,85.82830368,0.116193736
9,1,1,0,5,4,78.816667,100,78.816667
952,459,155,304,1066,260,1987.233333,56.94789082,12.82086021
802819,783554,232700,550854,810830,6760,21706.73333,97.44848085,0.093282051
64499,3,3,0,3,0,3.483333,100,1.161111
88,31,18,13,32,0,11.95,96.875,0.663888889
4054810,1474528,683080,791448,1745978,198921,129921.7333,95.31180816,0.190199879
1942152,1982906,651449,1331457,2146468,48332,1835774.883,94.50798232,2.817987108
105,37,35,2,45,8,88.1,100,2.517142857
91187,59459,40002,19457,60456,592,112747.5,99.32346652,2.818546573
1898295,451432,244254,207178,568695,64230,334362.55,89.4872786,1.368913303
4087932,2436301,913409,1522892,2600010,129393,2658983.667,98.61103522,2.911054814
9252,19370,9908,9462,23643,2902,877.666667,93.38990405,0.088581618
2101,2001,1888,113,2347,9,56861.06667,85.58597092,30.1170904
1180269,22139,15365,6774,25003,2655,10439.31667,99.06479327,0.679421846
34,15,5,10,15,0,15.083333,100,3.0166666
861,208,51,157,238,29,84.633333,99.5215311,1.659477118
127607,93981,26337,67644,98320,563,83417.26667,96.13736101,3.167303287
1438136,1413120,562641,850479,1489677,8299,917217.4,95.39226315,1.630200074
277,656,298,358,659,0,4.533333,99.5447648,0.015212527
141521,135115,21326,113789,135527,100,126018.8333,99.76961758,5.909164088
13358,12888,12624,264,13371,68,3820.816667,96.88040292,0.302662917
59371,61171,36197,24974,64489,2199,358261.3667,98.20356397,9.897543074
1145627,867023,234033,632990,1218682,241244,579240.2,88.70363133,2.475036426
11430017,6781792,2087036,4694756,9573497,2179460,5400035.467,91.7197466,2.587418457
1515,17148,16294,854,17227,61,1707.5,99.89514156,0.104793175
5,2,1,1,6,4,1.25,100,1.25
29131,21932,9134,12798,25290,2321,11770.78333,95.48521921,1.288677834
940,112,64,48,135,7,446.533333,87.5,6.977083328
12974,9634,3138,6496,14210,1004,3552.8,72.95168863,1.132186106
344605,225156,85250,139906,342853,11841,94854.56667,68.02049473,1.112663539
337,545,427,118,676,36,68.066667,85.15625,0.159406714
9413,2400,392,2008,5307,2467,4648.966667,84.50704225,11.85960884
550,394,317,77,416,10,5345.483333,97.04433498,16.86272345
3643,1878,917,961,3085,129,6257.25,63.53179973,6.823609597
183081,33107,8328,24779,37596,188,17628.88333,88.50245937,2.116820765
207318,163148,62842,100306,184921,7092,92651.58333,91.74431617,1.474357648
850,975,781,194,1018,16,71.216667,97.30538922,0.091186513
70756,40363,28385,11978,43540,429,18536.95,93.62575677,0.65305443
22,20,6,14,20,0,1.916667,100,0.3194445
4138,3517,637,2880,3739,79,1272.216667,96.09289617,1.997200419
0,3,3,0,4,1,0,100,0
3214,56,5,51,56,0,23.933333,100,4.7866666
5,3,1,2,3,0,1.933333,100,1.933333
21070,14332,13467,865,14754,335,9556.433333,99.39662945,0.709618574
134749,89156,43685,45471,95087,5109,263247.7667,99.08644335,6.02604479
1064,1055,1015,40,1055,0,23382.08333,100,23.0365353
584499,396254,153448,242806,416450,17125,374890.2,99.23095223,2.443109066
1265517,680139,242643,437496,757470,73114,687974.05,99.38380024,2.835334421
936,2338,1507,831,2828,403,299.833333,96.41237113,0.198960407
78800,40394,18803,21591,51280,10465,115109.8833,98.96851648,6.121889238
106,99,14,85,104,2,17.083333,97.05882353,1.220238071
18664,17110,6677,10433,21958,738,3831.366667,80.63147974,0.573815586
13,143,140,3,144,0,1.433333,99.30555556,0.010238093
29,7,7,0,7,0,2.95,100,0.421428571
750,188,98,90,335,75,473.633333,72.30769231,4.832993194
9690,5234,2281,2953,9275,3840,1860.9,96.30174793,0.815826392
744826,473609,318630,154979,749161,250129,180233.1667,94.90553712,0.565650336
117,1504,1257,247,1568,8,52.066667,96.41025641,0.041421374
18246,1254,718,536,1638,250,288.583333,90.34582133,0.401926648
116,1,1,0,1,0,0.25,100,0.25
370,164,81,83,187,19,25.066667,97.61904762,0.309465025
12894,9757,7849,1908,10073,43,4305.833333,97.2781655,0.548583684
1,14,10,4,16,0,0,87.5,0
65,39,17,22,67,28,11.5,100,0.676470588
46,26,1,25,38,0,0.033333,68.42105263,0.033333
3194,3740,1256,2484,3814,3,1450.166667,98.13697192,1.154591295
46994,56072,18574,37498,58200,161,27365.73333,96.61089957,1.473335487
155,527,95,432,530,3,0.15,100,0.001578947
11702,2363,1457,906,2522,154,816.633333,99.78885135,0.56048959
839,794,647,147,813,18,1311.083333,99.87421384,2.026403915
12201,9650,8131,1519,10491,632,14345.8,97.88010954,1.76433403
28591,18424,12109,6315,19430,852,60530.85,99.17106255,4.998831448
323789,275389,187251,88138,289624,11020,1016498.117,98.84603236,5.42853238
498,800,755,45,826,15,112.983333,98.64364982,0.149646799
713,208,105,103,221,13,266.283333,100,2.536031743
15844,3,2,1,3,0,25.283333,100,12.6416665
204,174,85,89,202,14,122.45,92.55319149,1.440588235
7137,5177,2670,2507,5930,248,16191.73333,91.11228441,6.0643196
2,2,2,0,2,0,4.883333,100,2.4416665
8425,7486,3777,3709,7636,74,9703.066667,98.99497487,2.568987733
1524153,1487903,313977,1173926,1531523,24468,364652.5167,98.7291771,1.161398818
666,2307,1633,674,2375,25,170.983333,98.17021277,0.104705042
9965,12368,4511,7857,12531,94,11886.21667,99.44520383,2.634940516
37,31,19,12,33,2,22.316667,100,1.174561421
22228,21438,17959,3479,21622,158,10365.05,99.87886694,0.577150732
96628,51727,32943,18784,55286,3026,216000.0833,98.9800995,6.556782422
25,17,13,4,29,3,56.05,65.38461538,4.311538462
164365,55415,22714,32701,62631,4854,158330.4167,95.91186804,6.970609169
2997503,2623600,953025,1670575,2678236,40521,4263617.983,99.46487774,4.473773493
1925,5625,4118,1507,5852,142,307.633333,98.51138354,0.074704549
28,12,7,5,15,2,8.633333,92.30769231,1.233333286
129,89,25,64,154,12,61.45,62.67605634,2.458
68538,52360,23658,28702,64515,8144,18143.11667,92.88463926,0.766891397
47,1,1,0,1,0,7.433333,100,7.433333
1152,141,91,50,156,2,335.5,91.55844156,3.686813187
24446,1922,1031,891,2674,130,10298.56667,75.55031447,9.988910443
179370,83912,27307,56605,98156,3137,47157.95,88.3107589,1.726954627
8657,258,81,177,262,1,3.266667,98.85057471,0.040329222
1211,242,145,97,313,70,176.533333,99.58847737,1.217471262
615,220,3,217,222,0,7.433333,99.0990991,2.477777667
1371,942,588,354,1044,37,1932.1,93.54518371,3.285884354
5543,4503,2241,2262,4534,18,6347.483333,99.71213463,2.832433437
67451,36908,16733,20175,39965,140,45969.2,92.67545512,2.747218072
252,266,263,3,266,0,66.083333,100,0.251267426
393,128,85,43,268,140,63.083333,100,0.742156859
596,43,42,1,43,0,13.866667,100,0.330158738
100932,65842,65366,476,65860,14,38421.4,99.99392522,0.587788759
5,8,8,0,8,0,0,100,0
4725,1221,851,370,1230,9,566.133333,100,0.665256561
2,2,1,1,2,0,0.316667,100,0.316667
235,171,85,86,189,18,199.666667,100,2.349019612
4925,3359,1875,1484,3707,72,9505.183333,92.40715268,5.069431111
284572,112940,47030,65910,114130,582,81416.45,99.46454363,1.731159898
1303071,1054195,306481,747714,1118345,23740,770784.2833,96.30825732,2.514949649
4312,3334,2338,996,3481,97,121.7,98.52245863,0.052053037
96834,1752,1080,672,37457,35350,907.533333,83.15140009,0.840308642
222622,544,498,46,555,9,3041.566667,99.63369963,6.107563588
9543136,5872808,3835780,2037028,6569078,688880,1352480.033,99.87432396,0.35259583
821002,612469,481262,131207,678464,45425,459111.25,96.75059515,0.953973615
1090,659,563,96,794,119,2498.866667,97.62962963,4.438484311
34519290,22349934,15089492,7260442,25560170,1540034,46741121.48,93.04665885,3.097594106
3462,3389,3150,239,3466,52,10585.3,99.26772115,3.360412698
10,10,6,4,10,0,17.633333,100,2.938888833
80472467,53364681,25365291,27999390,72877853,18390168,39900876.82,97.93897649,1.573050229
114898098,73474021,46239304,27234717,94428999,16439616,97463290.27,94.21028629,2.107801845
594823,462258,353678,108580,516139,36672,62705.1,96.41080617,0.177294319
635,43,16,27,170,122,26.5,89.58333333,1.65625
65666,63122,60904,2218,74928,1240,738029.9,85.661166,12.11792165
2660,1,1,0,1,0,57.966667,100,57.966667
18230034,7940438,2712038,5228400,12630217,4557589,1206055.8,98.36249112,0.44470461
9231,9208,8981,227,9284,9,2050.283333,99.27762803,0.228291207
23801,19797,12309,7488,20662,513,152275.7167,98.25301504,12.37108755
38952,30292,7058,23234,31050,569,35523.2,99.3799416,5.033040521
727028,703048,173049,529999,758794,43499,472443.6167,98.28783928,2.730114688
2044,4560,1829,2731,5231,59,309.65,88.16705336,0.169300164
32443,24379,9947,14432,25712,969,17086.86667,98.52887685,1.717790959
3868,14,14,0,14,0,151.366667,100,10.81190479
106392,99641,45958,53683,110931,4640,118353.25,93.74359071,2.575248053
294976,230452,131080,99372,278677,14465,808670.2833,87.22238203,6.169288094
6953871,5383575,1178087,4205488,5858010,164121,2334099.3,94.55005182,1.98126225
23622129,21503649,3987705,17515944,24326018,540204,10704325.87,90.40535253,2.684332433
1842,45189,8331,36858,50684,3495,546.5,95.76172413,0.065598368
24,1,1,0,7,2,3.933333,20,3.933333
1559,1076,346,730,1844,370,357.05,72.99864315,1.031936416
90820,73279,37676,35603,80384,6444,27273.7,99.10603192,0.723901157
4952980,69975,56969,13006,72073,1654,309319.2833,99.36948835,5.429607038
70558302,58813076,41176364,17636712,60826050,1760338,35120509.18,99.57227977,0.852928859
2339,2322,2071,251,2340,15,314.866667,99.87096774,0.152036054
37187,5684,5193,491,5844,62,13752.81667,98.30508475,2.648337506
16917433,15273160,10833401,4439759,15529953,174026,60542791.4,99.46100942,5.588530453
772244,738922,674281,64641,752930,13642,12750979.85,99.95049291,18.91048369
45761338,35110874,23107796,12003078,36611627,1140552,109106885.8,98.9845219,4.721648302
55421482,32237698,18913325,13324373,32973775,569470,112451119.3,99.48584918,5.945602865
1683675,813313,516510,296803,1075914,54280,1833946.85,79.60903807,3.550651197
1719,796,761,35,808,12,6384.616667,100,8.38977223
343054,331458,305578,25880,347953,8123,2169683.6,97.53641527,7.100261144
4184,716,630,86,724,2,3617.35,99.16897507,5.741825397
947760,890640,643350,247290,925606,32900,329798.9833,99.76856882,0.512627626
126,2,1,1,19,0,0.333333,10.52631579,0.333333
2524,316,1,315,2872,47,0.533333,11.18584071,0.533333
113873,50701,48983,1718,38031,15,451617.7667,133.3675295,9.219887852
2105,56,24,32,118,34,19.55,66.66666667,0.814583333
398,398,304,94,398,0,105.933333,100,0.348464911
155,78,72,6,136,54,133.316667,95.12195122,1.851620375
1496,11,3,8,15,0,0,73.33333333,0
296,262,184,78,286,22,156.133333,99.24242424,0.848550723
5410,3705,3113,592,4110,310,20924.73333,97.5,6.721726095
152487,291151,26710,264441,326504,15570,120661.85,93.63755652,4.517478472
829997,803899,336513,467386,915305,57858,687457.9833,93.75494929,2.042886852
693,1970,1447,523,2119,110,91.716667,98.05873569,0.063384013
4095,1276,662,614,3525,1965,1041.516667,81.79487179,1.573288017
628,518,39,479,615,96,38.616667,99.80732177,0.990170949
28952,26414,21704,4710,26984,333,24845.6,99.11072755,1.144747512
1752,1202,623,579,1202,0,2921,100,4.688603531
38007,35605,23958,11647,37103,1060,52287.3,98.78478484,2.182456799
249,536,533,3,536,0,103.75,100,0.194652908
3369,1940,1293,647,3224,1280,1160.516667,99.79423868,0.897538026
77,33,13,20,33,0,68.583333,100,5.275641
4457,1944,968,976,3449,234,5079.3,60.46656299,5.247210744
20066,12371,9311,3060,15219,443,28085.98333,83.72360585,3.016430387
1165248,1148795,334336,814459,1329678,6401,155319.6667,86.81440092,0.464561599
736,2953,797,2156,3089,22,139.733333,96.28301272,0.175324132
1605,1038,549,489,1145,75,1498.95,97.00934579,2.730327869
12,6,4,2,6,0,3.15,100,0.7875
70,18,13,5,18,0,6.583333,100,0.506410231
1399,134,73,61,239,89,233.45,89.33333333,3.197945205
5,3,3,0,3,0,1.05,100,0.35
731,156,140,16,159,0,56.183333,98.11320755,0.401309521
10136,3034,2932,102,3153,0,2418.866667,96.22581668,0.824988631
118,680,679,1,683,1,24.616667,99.70674487,0.036254296
1996,849,637,212,1053,204,1425.633333,100,2.238042909
23,2,1,1,3,1,1.083333,100,1.083333
186,33,22,11,33,0,25.533333,100,1.160606045
11192,7125,4876,2249,7700,310,19702.15,96.41407307,4.040637818
1,1,1,0,1,0,0.816667,100,0.816667
613091,549140,197532,351608,592531,4737,806725.9833,93.4238866,4.084026807
1146377,872693,317225,555468,1031146,19278,1645368.45,86.24573561,5.1867553
1046,2811,2446,365,2818,2,289.8,99.82244318,0.11847915
31625,13156,3050,10106,14507,1302,9064.3,99.62892844,2.971901639
36,22,13,9,24,1,8.9,95.65217391,0.684615385
2107,1463,715,748,1641,100,3188.933333,94.93835172,4.46004662
39585,24813,13474,11339,29903,2641,93659.3,91.01679994,6.951113255
21,14,11,3,22,1,44.566667,66.66666667,4.051515182
748303,402877,98856,304021,537670,125658,859986.1333,97.78283157,8.699382266
3521899,2380078,886624,1493454,2732006,192222,2781948.9,93.71182746,3.13768734
1255,5374,4145,1229,5735,292,304.216667,98.73231674,0.073393647
188694,23460,13560,9900,27086,3365,11695.13333,98.89970912,0.86247296
255,2,1,1,2,0,9.6,100,9.6
17947,290,178,112,462,130,252.066667,87.34939759,1.416104871
3,4,4,0,4,0,0,100,0
24,9,1,8,11,1,2.35,90,2.35
1203,348,100,248,360,1,222.316667,96.93593315,2.22316667
5305904,4468457,1018964,3449493,5570972,10577,3053414.433,80.36222247,2.996587155
11243461,9797332,1954843,7842489,10813239,52894,4998493.15,91.05035201,2.556979333
433,48334,5642,42692,58050,42,200.45,83.32298993,0.035528181
63192,41299,17966,23333,48480,6937,6904.316667,99.41265677,0.384299046
11272,8553,235,8318,8576,22,661.883333,99.98830956,2.816524821
53099,44837,13750,31087,48122,1965,37163.76667,97.14019542,2.702819394
57365,46858,13445,33413,49379,111,26257.46667,95.10838678,1.95295401
359177,343862,74960,268902,362185,10725,105169.3667,97.83816081,1.403006492
737,771,689,82,783,8,85.666667,99.48387097,0.124334785
38922,13274,3792,9482,16434,1829,2729.5,90.88668264,0.719804852
1325,1112,30,1082,1153,37,96.05,99.64157706,3.201666667
48929,47024,25699,21325,47652,533,83347.63333,99.79838282,3.243224769
814847,409010,227287,181723,412710,1059,119798.15,99.35843712,0.527078759
943733,524351,148716,375635,860150,252704,380226.6833,86.32059475,2.556730166
583,3425,1570,1855,5027,871,71.733333,82.41097209,0.045690021
223342,139550,77401,62149,207376,5509,34574.5,69.12967449,0.446693195
